u_id,review,u_rate,p_id,review_en
589resas,"부산 아줌마 다섯의 일상탈출 서울 여행의 백미였습니다. 가격의 부담을 한방에 날리는 최고의 초이스였습니다. 시원한 바람과 재밌는 설명에 사진까지 찍어주셔서 또하나의 인생샷을 남깁니다. 이낙연 총리까지 만나는 행운까지... 대박~~ 라이더 앤디님, 현아님, 제시님 감사합니다. 그대들의 앞날에도 행복 가득하시길...",5,295,"It was the highlight of the five Busan women's daily escape trip to Seoul. It was the best choice that put the price burden at once. You took a picture with cool wind and funny explanation, so I take another picture of my life. Even the luck of meeting Prime Minister Lee Nak-yeon... Awesome~ Thank you, Rider Andy, HyunA, and Jessie. May your future be full of happiness."
shion123,"날씨 좋은 날 아띠인력거를 타봤어요- 인력거 하시는 분께서 여기저기 설명도 잘해주시고 사진찍기 이쁜 곳에 데려가주셔서 이쁘게 사진도 잘 찍었어요- 외국 분들도 많이 타시던데, 참 즐거워하시더라고요~ 서울을 알릴수 있는 좋은 아이템 같아요!!!",5,295,"On a nice day, I rode the Atti Ranger. The rickshaw explained it well and took me to a pretty place to take pictures. I took pictures well. Many foreigners were riding it, and they were very happy. I think it's a good item to promote Seoul!!!"
은아 채,엄청난 경험이었어요^^ 늘 tv에서 보던 곳을 다른 이동 수단이 아닌 인력거를 타고 둘러 볼 수 있다는 것 자체가 엄청난 경험으로 자리 했습니다. 딸과의 여행에서 좋은 추억 남길 수 있어서 좋았고 기회가 된다면 계절마다 아띠인력거를 타고 둘러 보고 싶어요. 봄에는 아름다운 꽃들도 볼 수 있겠지요^^ 즐거운 여행 만들어 주시고 예쁜곳 많이 보여주신 라이더 앤디씨 감사합니다.^^,5,295,"It was a great experience.^^ The fact that I can look around the places I always saw on TV in a rickshaw instead of other means of transportation has become a tremendous experience. It was great to make good memories during my trip with my daughter, and if I have a chance, I would like to take the Ati rickshaw to look around every season. You can see beautiful flowers in spring.Thank you, Rider Andy, for making the trip enjoyable and showing us a lot of beautiful places.^^"
아로로로롱,카페아리아브루워스에서 처음 맛보는 뱅쇼와 마샬라짜이! 추운 겨울날 몸 따시워지며 좋았다! 카페 분위기도 좋고 사람들도 좋고~ 굿굿! 따뜻한 차 마시고 눈 오는 날 인력거를 타며 떠나는 북촌 데이트! 빠이가 우리나라 역사도 잔뜩 알려주고 추억 남길 사진도 찍어주고저녁에 북촌 맛집들도 알려주고! 고마워요~,5,295,"First time tasting bangsho and marshallazai in Café Aria Brewers! On a cold winter day, I felt warm and happy! The cafe atmosphere is nice and the people are nice. Good, good! Drink warm tea and take a rickshaw on a snowy day and go on a date in Bukchon! He taught us a lot about our country's history, took pictures, and taught us good restaurants in Bukchon in the evening. Thank you."
경애정2016,남자친구랑 처음으로 인력거탔어요! 북촌도 참 여러번 간 곳인데 설명들으면서 쭉 돌아보니 색달랐어요. 천천히 걸으면서 둘러볼 때랑은 또 다른 느낌! 그리구 저희 태워주신 마린라이더가 너무 재밌었어욬ㅋㅋㅋㅋㅋㅋㅋ 사진도 예쁘게 찍어주시고(제가 요구가 너무 많았죠...헿) 암튼 날 따뜻해지면 또 타러가고 싶어요:),4,295,"I rode a rickshaw with my boyfriend for the first time! I've been to Bukchon many times, but it was different when I looked around while listening to the explanation. It feels different when you walk slowly and look around! And the Marine Rider who gave us the ride was so much fun. LOL. LOL. He took nice pictures.Anyway, when it gets warm, I want to go ride it again:)"
종규 김,전월에 북촌놀러갔다가 심심해서 한번타봤는데 되게 좋았읍니다 골목골목 다니는길 재밌는 이야기도 많이들어서 좋았어용 편하개 한바퀴도는데 강추합니다.,5,295,I went to Bukchon last month and rode it because I was bored. It was really nice. I strongly recommend you to go around the alley because I heard a lot of fun stories about walking around the alley.
x3x_luvya,서울에 살면서도 몰랐던 서울의 구석구석을 다시한번 알게되었어요:-) 사실 투어 시작하기전엔 재밌을까생각했는데 시간이 진짜 훅갈정도로 재밌고 좋았어요ㅋㅋ!!!! 시작하면서 라이더와 친구처럼 얘기하는것도 재밌네요 외국인들이 즐기기에 딱좋을거같고 아이들이 즐기기에도 좋을거같아요 성인2인이 최대인원이니 참고하세요:-),5,295,"I got to know every nook and cranny of Seoul that I didn't know even when I was living in Seoul: I actually thought it would be fun before the tour started, but the time was really fun and great!!!!!!!!! It's fun to start talking to Ryder like a friend. I think it's perfect for foreigners and for children to enjoy. Please note that the maximum is for two adults:-)"
태형 박,덕분에 그냥 지나쳣던것들을 자세히 알수 잇엇습니다. 인력거 타는것도 생각보다 많이 재미잇네요 저희 부모님들도 좋아하시고 고생 많으셧습니다!,5,295,"Thanks to you, I was able to learn more about the past. Rickshaw ride is more fun than I thought. My parents liked it and had a hard time!"
진영 이,북촌에서 여자친구와 뭘 하면 좋을까 고민하던 차에 옆에 인력거가 지나갔습니다. 조심스럽게 다가가 문의하자 라이더분께서 정말 친절하게 답해주셔서 우선 10분 정도 탑승할 생각이였습니다. 근데 라이더분께서 북촌 이곳 저곳을 다니며 너무 친절하게 잘 설명해주시고 서울에 이런곳도 있었나 싶을 정도의 명소를 소개해주시는게 너무 재밌어서 2시간 투어를 진행했네요. 가격이 싼편은 아니나 제 인생에서 가장 의미있는 두시간을 사기에는 싼 가격이 아니였나 생각합니다! 정말 의미있는 시간이였습니다. 감사합니다,5,295,"While I was thinking about what to do with my girlfriend in Bukchon, a rickshaw next to me passed by. When I approached carefully and asked questions, Rider answered so kindly that I was thinking of boarding for about 10 minutes first. Rider explained it so kindly from place to place in Bukchon. It was so much fun to introduce famous places like this in Seoul. So we had a two-hour tour. It's not cheap, but I think it was cheap to buy the most meaningful two hours of my life! It was a very meaningful time. Thank you."
경수 박,기대이상이었습니다. 저녁식사후 저희 가족은 6개의 인력거에 나눠서 탔는데 모두들 만족해했습니다. 어린아이부터 어르신까지도. 모두들 친절하시고 설명도 잘해주시고 .. 정말 제값 이상이었습니다. 강추입니다. 제 인력거는 무민씨가 운전했네요,5,295,"It was more than I expected. After dinner, my family rode in 6 rickshaws and everyone was satisfied. From children to elders. Everyone is kind and good at explaining. It was more than my price. I strongly recommend. Moomin drove my rickshaw."
